2025-11-26T18:24:55.278300, 23.84
2025-11-26T18:24:57.280358, 25.32
2025-11-26T18:24:59.283263, 32.73
2025-11-26T18:25:01.285500, 34.14
2025-11-26T18:25:03.289092, 21.46
2025-11-26T18:25:05.294288, 23.53
2025-11-26T18:25:07.296858, 25.68
2025-11-26T18:25:09.299368, 34.96
2025-11-26T18:25:11.305544, 29.68
2025-11-26T18:25:13.307671, 33.07
2025-11-26T18:25:15.313656, 23.7
2025-11-26T18:25:17.315793, 24.72
2025-11-26T18:25:19.318064, 25.95
2025-11-26T18:25:21.323583, 22.78
2025-11-26T18:25:23.328303, 32.99
2025-11-26T18:25:25.332328, 34.73
2025-11-26T18:25:27.335813, 33.14
2025-11-26T18:25:29.338957, 29.39
2025-11-26T18:25:31.343088, 26.6
2025-11-26T18:25:33.346061, 31.98
2025-11-26T18:25:35.351329, 21.55
2025-11-26T18:25:37.355500, 26.45
2025-11-26T18:25:39.357380, 30.21
2025-11-26T18:25:41.362260, 28.33
2025-11-26T18:25:43.367418, 29.48
2025-11-26T18:25:45.372737, 24.14
2025-11-26T18:25:47.378458, 21.96
2025-11-26T18:25:49.381104, 20.47
2025-11-26T18:25:51.386824, 26.32
2025-11-26T18:25:53.390304, 27.85
2025-11-26T18:25:55.395518, 26.44
2025-11-26T18:25:57.400899, 25.43
2025-11-26T18:25:59.405760, 21.58
2025-11-26T18:26:01.411766, 32.58
2025-11-26T18:26:03.417832, 22.28
2025-11-26T18:26:05.424171, 33.96
2025-11-26T18:26:07.429618, 22.96
2025-11-26T18:26:09.433577, 25.72
2025-11-26T18:26:11.438212, 29.7
2025-11-26T18:26:13.443499, 32.33
2025-11-26T18:26:15.448898, 33.66
2025-11-26T18:26:17.451937, 30.26
2025-11-26T18:26:19.455883, 21.51
2025-11-26T18:26:21.462047, 25.62
2025-11-26T18:26:23.468291, 32.06
2025-11-26T18:26:25.474343, 21.08
2025-11-26T18:26:27.480916, 33.95
2025-11-26T18:26:29.488217, 31.96
2025-11-26T18:26:31.491799, 30.43
2025-11-26T18:26:33.497609, 22.64
2025-11-26T18:26:35.502999, 25.0
2025-11-26T18:26:37.508709, 34.61
2025-11-26T18:26:39.510088, 33.78
2025-11-26T18:26:41.511804, 22.64
2025-11-26T18:26:43.515954, 25.29
2025-11-26T18:26:45.520009, 21.04
2025-11-26T18:26:47.526037, 23.88
